DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,7p21.1,7,17203933,AHR,AHR; AC073332.1,,,ENSG00000106546; ENSG00000237773,,,rs145145722-T,rs145145722,0,145145722,intron_variant,0,,4E-6,5.3979400086720375,,2.3809524,[1.09-5.26],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,11q21,11,93676282,KIAA1731,CEP295,,,ENSG00000166004,,,rs11020478-G,rs11020478,0,11020478,intron_variant,0,,4E-6,5.3979400086720375,,1.21,[1.02-1.43],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,1q43,1,238128048,MTRNR2L11,YWHAQP9 - AL356010.2,ENSG00000230019,ENSG00000234464,,19481,110895,rs6684897-G,rs6684897,0,6684897,intergenic_variant,1,,9E-7,6.045757490560675,(AA),1.8867927,[1.1-3.23],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,9q22.2,9,89595680,GADD45G,AL161910.1,,,ENSG00000285907,,,rs7024024-A,rs7024024,0,7024024,intron_variant,0,,4E-6,5.3979400086720375,,1.2195122,[1.02-1.47],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,1q23.3,1,162767290,DDR2,DDR2,,,ENSG00000162733,,,rs143928882-C,rs143928882,0,143928882,synonymous_variant,0,,2E-6,5.698970004336019,(AA),7.692308,[1.32-50],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,12q14.1,12,57807682,TSFM,TSFM; AVIL,,,ENSG00000123297; ENSG00000135407,,,rs143969105-G,rs143969105,0,143969105,missense_variant,0,,4E-6,5.3979400086720375,,8.68,[1.21-62.08],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,20q13.13,20,49374264,KCNB1,KCNB1; AL035685.1,,,ENSG00000158445; ENSG00000283529,,,rs142605642-C,rs142605642,0,142605642,synonymous_variant,0,,2E-6,5.698970004336019,(AA),7.692308,[1.32-50],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,22q12.2,22,31590150,SFI1,SFI1,,,ENSG00000198089,,,rs116783514-C,rs116783514,0,116783514,intron_variant,0,,2E-6,5.698970004336019,(AA),4.09,[1.19-13.99],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,19q13.12,19,36341148,ZFP14,ZFP14,,,ENSG00000142065,,,rs75094162-T,rs75094162,0,75094162,synonymous_variant,0,,2E-6,5.698970004336019,(AA),2.9411764,[1.15-7.14],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,2p13.1,2,74395262,DCTN1,AC005041.1,,,ENSG00000159239,,,rs146058206-A,rs146058206,0,146058206,3_prime_UTR_variant,0,,2E-6,5.698970004336019,(AA),9.02,[1.31-62.00],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,5q35.2,5,174435441,MSX2,LINC01411,,,ENSG00000249306,,,rs34531324-T,rs34531324,0,34531324,intron_variant,0,,9E-7,6.045757490560675,(EA),1.29,[1.03-1.61],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,3p24.3,3,20984460,VENTXP7,SGO1-AS1,,,ENSG00000231304,,,rs73188336-T,rs73188336,0,73188336,intron_variant,0,,2E-6,5.698970004336019,(EA),4.23,[1.16-15.4],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,20p11.21,20,23001450,SSTR4,AL353132.1 - AL049651.1,ENSG00000228935,ENSG00000230492,,35387,8759,rs11696756-A,rs11696756,0,11696756,intergenic_variant,1,,2E-6,5.698970004336019,(EA),1.51,[1.04-2.17],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,12q14.1,12,57807682,TSFM,TSFM; AVIL,,,ENSG00000123297; ENSG00000135407,,,rs143969105-G,rs143969105,0,143969105,missense_variant,0,,4E-6,5.3979400086720375,(EA),9.04,[1.23-66.26],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,3p22.1,3,42691976,KBTBD5,KLHL40,,,ENSG00000157119,,,rs123509-T,rs123509,0,123509,missense_variant,0,,5E-6,5.301029995663981,(EA),1.3,[1.02-1.65],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,22q13.31,22,43928847,PNPLA3,PNPLA3,,,ENSG00000100344,,,rs738409-G,rs738409,0,738409,missense_variant,0,,3E-8,7.522878745280337,,1.29,[1.04-1.58],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,6q25.1,6,150804007,PLEKHG1,PLEKHG1,,,ENSG00000120278,,,rs10046301-C,rs10046301,0,10046301,intron_variant,0,,6E-6,5.221848749616356,(EA),1.42,[1.03-1.95],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,22q12.3,22,31829377,DEPDC5,Z82190.2; DEPDC5,,,ENSG00000285404; ENSG00000100150,,,rs147481775-A,rs147481775,0,147481775,intron_variant,0,,6E-7,6.221848749616356,,4.66,[1.22-17.88],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,2q33.2,2,203434784,ABI2,RAPH1; ABI2,,,ENSG00000173166; ENSG00000138443,,,rs77589546-G,rs77589546,0,77589546,3_prime_UTR_variant,0,,7E-6,5.154901959985743,(EA),2.34,[1.07-5.11],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,17q25.3,17,80288362,RNF213,RNF213,,,ENSG00000173821,,,rs17857135-T,rs17857135,0,17857135,missense_variant,0,,2E-6,5.698970004336019,,1.2820514,[1.03-1.59],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,9q21.31,9,79932131,TLE4,AL161912.4 - AL161782.1,ENSG00000279715,ENSG00000280366,,16395,42892,rs267585-T,rs267585,0,267585,intergenic_variant,1,,8E-6,5.096910013008056,(EA),1.39,[1.03-1.88],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,1q31.3,1,196902587,CFHR2,CFHR4,,,ENSG00000134365,,,rs145744152-C,rs145744152,0,145744152,synonymous_variant,0,,9E-6,5.045757490560675,(EA),2.75,[1.08-6.97],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,1p36.11,1,26811902,PIGV,PIGV - RN7SL165P,ENSG00000060642,ENSG00000241188,,11243,2920,rs12748152-C,rs12748152,0,12748152,regulatory_region_variant,1,,1E-8,8.0,(AA),6.25,[1.47-25],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,2p25.1,2,11641492,GREB1,GREB1,,,ENSG00000196208,,,rs149940960-T,rs149940960,0,149940960,3_prime_UTR_variant,0,,2E-8,7.698970004336019,(AA),6.666666,[1.49-25],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,5q15,5,96700607,CAST,CAST,,,ENSG00000153113,,,rs72772090-G,rs72772090,0,72772090,intron_variant,0,,4E-7,6.3979400086720375,(AA),5.263158,[1.3-20],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,1p12,1,119714487,PHGDH,PHGDH,,,ENSG00000092621,,,rs637868-C,rs637868,0,637868,splice_region_variant,0,,4E-7,6.3979400086720375,(AA),1.5384616,[1.08-2.22],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,3p22.3,3,34149739,PDCD6IP,LINC01811,,,ENSG00000226320,,,rs6550253-A,rs6550253,0,6550253,intron_variant,0,,9E-7,6.045757490560675,(AA),2.95,[1.17-7.45],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
2017-06-27,28090653,Liu Y,2017-01-16,Clin Pharmacol Ther,www.ncbi.nlm.nih.gov/pubmed/28090653,Genome-Wide Study Links PNPLA3 Variant With Elevated Hepatic Transaminase After Acute Lymphoblastic Leukemia Therapy.,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),up to 488 European ancestry cases; up to 111 African American cases; up to 60 Hispanic cases; up to 56 other ancestry cases,NA,2q31.2,2,177553847,TTC30B,AGPS,,,ENSG00000018510,,,rs1348850-A,rs1348850,0,1348850,intron_variant,0,,4E-6,5.3979400086720375,,1.22,[1.02-1.46],Affymetrix; Illumina [NR] (imputed),N,serum alanine aminotransferase measurement; response to combination chemotherapy; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004735; http://www.ebi.ac.uk/efo/EFO_0007965; http://www.ebi.ac.uk/efo/EFO_0000220,GCST004250,Genome-wide genotyping array
